episode_num,steps,score,total_rewards,avg_rewards
1,109,0,9.799999999999978,0.08990825688073394
2,208,0,8.799999999999981,0.08888888888888888
3,310,0,9.09999999999998,0.08921568627450978
4,409,0,8.799999999999981,0.08888888888888888
5,508,0,8.799999999999981,0.08888888888888888
6,626,0,10.699999999999974,0.09067796610169492
7,730,0,9.29999999999998,0.08942307692307692
8,829,0,8.799999999999981,0.08888888888888888
9,952,1,11.199999999999973,0.0910569105691057
10,1062,0,9.899999999999977,0.08999999999999998
11,1161,0,8.799999999999981,0.08888888888888888
12,1272,0,9.999999999999977,0.09009009009009007
13,1390,0,10.699999999999974,0.09067796610169492
14,1489,0,8.799999999999981,0.08888888888888888
15,1592,0,9.19999999999998,0.08932038834951454
16,1694,0,9.09999999999998,0.08921568627450978
17,1793,0,8.799999999999981,0.08888888888888888
18,1892,0,8.799999999999981,0.08888888888888888
19,1991,0,8.799999999999981,0.08888888888888888
20,2102,0,9.999999999999977,0.09009009009009007
21,2217,0,10.399999999999975,0.09043478260869565
22,2316,0,8.799999999999981,0.08888888888888888
23,2432,0,10.499999999999975,0.09051724137931035
24,2546,0,10.299999999999976,0.09035087719298246
25,2660,0,10.299999999999976,0.09035087719298246
26,2759,0,8.799999999999981,0.08888888888888888
27,2872,0,10.199999999999976,0.09026548672566373
28,2971,0,8.799999999999981,0.08888888888888888
29,3092,1,10.999999999999973,0.09090909090909093
30,3192,0,8.89999999999998,0.08899999999999998
31,3294,0,9.09999999999998,0.08921568627450978
32,3408,0,10.299999999999976,0.09035087719298246
33,3533,1,11.399999999999972,0.0912
34,3632,0,8.799999999999981,0.08888888888888888
35,3731,0,8.799999999999981,0.08888888888888888
36,3841,0,9.899999999999977,0.08999999999999998
37,3940,0,8.799999999999981,0.08888888888888888
38,4039,0,8.799999999999981,0.08888888888888888
39,4145,0,9.499999999999979,0.08962264150943396
40,4247,0,9.09999999999998,0.08921568627450978
41,4346,0,8.799999999999981,0.08888888888888888
42,4445,0,8.799999999999981,0.08888888888888888
43,4544,0,8.799999999999981,0.08888888888888888
44,4643,0,8.799999999999981,0.08888888888888888
45,4770,1,11.599999999999971,0.09133858267716535
46,4882,0,10.099999999999977,0.09017857142857144
47,4981,0,8.799999999999981,0.08888888888888888
48,5101,0,10.899999999999974,0.09083333333333335
49,5200,0,8.799999999999981,0.08888888888888888
50,5299,0,8.799999999999981,0.08888888888888888
51,5398,0,8.799999999999981,0.08888888888888888
52,5504,0,9.499999999999979,0.08962264150943396
53,5603,0,8.799999999999981,0.08888888888888888
54,5720,0,10.599999999999975,0.0905982905982906
55,5819,0,8.799999999999981,0.08888888888888888
56,5932,0,10.199999999999976,0.09026548672566373
57,6045,0,10.199999999999976,0.09026548672566373
58,6144,0,8.799999999999981,0.08888888888888888
59,6243,0,8.799999999999981,0.08888888888888888
