episode_num,steps,score,total_rewards,avg_rewards
343,329707,31,89.9999999999991,89.9999999999991
344,330572,29,85.39999999999937,85.39999999999937
345,331686,32,110.29999999999795,110.29999999999795
346,332811,32,111.39999999999789,111.39999999999789
347,333774,38,95.19999999999881,95.19999999999881
348,334696,36,91.09999999999904,91.09999999999904
349,335532,23,82.49999999999953,82.49999999999953
350,336576,24,103.29999999999835,103.29999999999835
351,337753,34,116.59999999999759,116.59999999999759
352,338797,24,103.29999999999835,103.29999999999835
353,339992,29,118.39999999999749,118.39999999999749
354,341381,37,137.7999999999964,137.7999999999964
355,342304,36,91.19999999999904,91.19999999999904
356,343377,30,106.19999999999818,106.19999999999818
357,344450,30,106.19999999999818,106.19999999999818
358,345357,31,89.59999999999913,89.59999999999913
359,346416,30,104.79999999999826,104.79999999999826
360,347390,48,96.29999999999875,96.29999999999875
361,348255,24,85.39999999999937,85.39999999999937
362,349177,36,91.09999999999904,91.09999999999904
363,350289,32,110.09999999999796,110.09999999999796
364,351362,30,106.19999999999818,106.19999999999818
365,352549,35,117.59999999999754,117.59999999999754
366,353736,35,117.59999999999754,117.59999999999754
367,354751,28,100.39999999999851,100.39999999999851
368,355752,44,98.9999999999986,98.9999999999986
369,356734,27,97.0999999999987,97.0999999999987
370,357884,33,113.89999999999775,113.89999999999775
371,357983,0,8.799999999999981,8.799999999999981
372,359248,43,125.39999999999709,125.39999999999709
373,360292,24,103.29999999999835,103.29999999999835
374,361417,32,111.39999999999789,111.39999999999789
375,362425,50,99.69999999999855,99.69999999999855
376,363423,49,98.69999999999861,98.69999999999861
377,364586,34,115.19999999999767,115.19999999999767
378,365711,32,111.39999999999789,111.39999999999789
379,366693,27,97.0999999999987,97.0999999999987
380,367737,29,103.29999999999835,103.29999999999835
381,368810,30,106.19999999999818,106.19999999999818
382,370149,33,132.7999999999967,132.7999999999967
383,371149,49,98.8999999999986,98.8999999999986
384,372071,31,91.09999999999904,91.09999999999904
385,373157,53,107.49999999999811,107.49999999999811
386,374307,33,113.89999999999775,113.89999999999775
387,375281,48,96.29999999999875,96.29999999999875
388,376223,16,93.09999999999893,93.09999999999893
389,377334,32,109.99999999999797,109.99999999999797
390,378292,38,94.69999999999884,94.69999999999884
391,379417,32,111.39999999999789,111.39999999999789
392,380411,17,98.29999999999863,98.29999999999863
393,381484,30,106.19999999999818,106.19999999999818
394,382634,33,113.89999999999775,113.89999999999775
395,383795,34,114.99999999999768,114.99999999999768
396,384932,50,112.59999999999782,112.59999999999782
397,386082,33,113.89999999999775,113.89999999999775
398,387142,47,104.89999999999826,104.89999999999826
399,388149,50,99.59999999999856,99.59999999999856
400,389085,32,92.49999999999896,92.49999999999896
401,390129,35,103.29999999999835,103.29999999999835
402,391311,34,117.09999999999756,117.09999999999756
403,392448,33,112.59999999999782,112.59999999999782
404,393472,24,101.29999999999846,101.29999999999846
405,394677,35,119.39999999999743,119.39999999999743
406,395815,33,112.69999999999781,112.69999999999781
407,396845,29,101.89999999999843,101.89999999999843
408,397866,28,100.99999999999848,100.99999999999848
409,398832,22,95.49999999999879,95.49999999999879
410,399789,38,94.59999999999884,94.59999999999884
411,400968,29,116.79999999999758,116.79999999999758
412,401932,22,95.2999999999988,95.2999999999988
413,403257,39,131.39999999999677,131.39999999999677
414,404244,44,97.59999999999867,97.59999999999867
415,404713,5,45.800000000000395,45.800000000000395
416,405740,29,101.59999999999845,101.59999999999845
417,406755,28,100.39999999999851,100.39999999999851
418,407763,50,99.69999999999855,99.69999999999855
419,408874,32,109.99999999999797,109.99999999999797
420,409934,42,104.89999999999826,104.89999999999826
421,410916,49,97.0999999999987,97.0999999999987
422,411890,48,96.29999999999875,96.29999999999875
423,413028,45,112.69999999999781,112.69999999999781
424,413497,5,45.800000000000395,45.800000000000395
425,413740,2,23.200000000000074,23.200000000000074
426,413983,2,23.200000000000074,23.200000000000074
427,415259,37,126.49999999999703,126.49999999999703
428,415728,5,45.800000000000395,45.800000000000395
429,416655,36,91.59999999999901,91.59999999999901
430,417588,31,92.19999999999898,92.19999999999898
431,418057,5,45.800000000000395,45.800000000000395
432,419042,44,97.39999999999868,97.39999999999868
433,420096,36,104.29999999999829,104.29999999999829
434,421037,16,92.99999999999893,92.99999999999893
435,421914,25,86.5999999999993,86.5999999999993
436,422975,47,104.99999999999825,104.99999999999825
437,423924,32,93.79999999999889,93.79999999999889
438,425036,32,110.09999999999796,110.09999999999796
439,425279,2,23.200000000000074,23.200000000000074
440,426237,38,94.69999999999884,94.69999999999884
441,426480,2,23.200000000000074,23.200000000000074
442,427638,34,114.6999999999977,114.6999999999977
443,428640,33,99.09999999999859,99.09999999999859
444,429980,46,132.89999999999668,132.89999999999668
445,430960,33,96.89999999999871,96.89999999999871
446,432225,43,125.39999999999709,125.39999999999709
447,433402,29,116.59999999999759,116.59999999999759
448,434590,35,117.69999999999753,117.69999999999753
449,435902,40,130.09999999999684,130.09999999999684
450,437082,34,116.89999999999758,116.89999999999758
451,438445,41,135.19999999999655,135.19999999999655
452,439595,33,113.89999999999775,113.89999999999775
453,440639,29,103.29999999999835,103.29999999999835
454,441750,32,109.99999999999797,109.99999999999797
455,442886,33,112.49999999999783,112.49999999999783
456,443808,31,91.09999999999904,91.09999999999904
457,444968,34,114.89999999999769,114.89999999999769
458,446103,33,112.39999999999783,112.39999999999783
459,447162,30,104.79999999999826,104.79999999999826
460,448249,31,107.5999999999981,107.5999999999981
461,449363,32,110.29999999999795,110.29999999999795
462,450477,32,110.29999999999795,110.29999999999795
463,451020,6,53.2000000000005,53.2000000000005
464,452002,33,97.0999999999987,97.0999999999987
465,453150,28,113.69999999999776,113.69999999999776
466,454126,48,96.49999999999874,96.49999999999874
467,455312,35,117.49999999999754,117.49999999999754
468,456424,32,110.09999999999796,110.09999999999796
469,457586,56,115.09999999999768,115.09999999999768
470,458736,33,113.89999999999775,113.89999999999775
471,460136,42,138.89999999999634,138.89999999999634
472,461261,32,111.39999999999789,111.39999999999789
473,462700,44,142.79999999999612,142.79999999999612
474,463760,30,104.89999999999826,104.89999999999826
475,464939,29,116.79999999999758,116.79999999999758
476,465959,34,100.89999999999849,100.89999999999849
477,467260,33,128.9999999999969,128.9999999999969
478,468361,31,108.99999999999802,108.99999999999802
479,469462,31,108.99999999999802,108.99999999999802
480,470776,39,130.29999999999683,130.29999999999683
481,472101,39,131.39999999999677,131.39999999999677
482,473161,25,104.89999999999826,104.89999999999826
483,474537,41,136.49999999999648,136.49999999999648
484,475822,38,127.399999999997,127.399999999997
485,476895,30,106.19999999999818,106.19999999999818
486,477624,10,71.80000000000014,71.80000000000014
487,478797,35,116.19999999999762,116.19999999999762
488,479526,10,71.80000000000014,71.80000000000014
489,480492,22,95.49999999999879,95.49999999999879
490,481565,25,106.19999999999818,106.19999999999818
491,481664,0,8.799999999999981,8.799999999999981
492,482822,34,114.6999999999977,114.6999999999977
493,483866,24,103.29999999999835,103.29999999999835
494,484895,29,101.79999999999843,101.79999999999843
495,486160,43,125.39999999999709,125.39999999999709
496,486259,0,8.799999999999981,8.799999999999981
497,487227,22,95.69999999999878,95.69999999999878
498,487908,9,67.00000000000041,67.00000000000041
499,489169,32,124.99999999999712,124.99999999999712
500,489850,9,67.00000000000041,67.00000000000041
501,491135,33,127.399999999997,127.399999999997
502,492136,44,98.9999999999986,98.9999999999986
503,493268,32,112.09999999999785,112.09999999999785
504,494406,33,112.69999999999781,112.69999999999781
505,495596,35,117.89999999999752,117.89999999999752
506,496845,31,123.79999999999718,123.79999999999718
507,498094,31,123.79999999999718,123.79999999999718
508,499555,46,144.999999999996,144.999999999996
509,500856,33,128.9999999999969,128.9999999999969
510,501585,10,71.80000000000014,71.80000000000014
511,502810,36,121.39999999999732,121.39999999999732
512,503820,45,99.89999999999854,99.89999999999854
513,504552,10,72.10000000000012,72.10000000000012
514,505865,39,130.19999999999683,130.19999999999683
515,507174,34,129.79999999999686,129.79999999999686
516,508550,36,136.49999999999648,136.49999999999648
517,508655,0,9.399999999999979,9.399999999999979
518,509756,31,108.99999999999802,108.99999999999802
519,511003,25,123.5999999999972,123.5999999999972
520,512153,33,113.89999999999775,113.89999999999775
521,513278,32,111.39999999999789,111.39999999999789
522,514293,23,100.39999999999851,100.39999999999851
523,515291,33,98.69999999999861,98.69999999999861
524,516251,21,94.89999999999883,94.89999999999883
525,517259,34,99.69999999999855,99.69999999999855
526,518370,32,109.99999999999797,109.99999999999797
527,519375,33,99.39999999999857,99.39999999999857
528,520686,39,129.99999999999685,129.99999999999685
529,521874,35,117.69999999999753,117.69999999999753
530,523310,39,142.49999999999613,142.49999999999613
531,524354,29,103.29999999999835,103.29999999999835
532,525529,29,116.3999999999976,116.3999999999976
533,526496,22,95.59999999999879,95.59999999999879
534,527804,33,129.69999999999686,129.69999999999686
535,529115,34,129.99999999999685,129.99999999999685
536,530097,43,97.0999999999987,97.0999999999987
537,531257,34,114.89999999999769,114.89999999999769
538,532399,33,113.09999999999779,113.09999999999779
539,533762,41,135.19999999999655,135.19999999999655
540,534998,31,122.49999999999726,122.49999999999726
541,536382,43,137.29999999999643,137.29999999999643
542,537696,39,130.29999999999683,130.29999999999683
543,538752,30,104.49999999999828,104.49999999999828
544,540132,41,136.89999999999645,136.89999999999645
545,541083,27,93.99999999999888,93.99999999999888
546,542384,38,128.9999999999969,128.9999999999969
547,543444,25,104.89999999999826,104.89999999999826
548,544995,42,153.99999999999548,153.99999999999548
549,546296,38,128.9999999999969,128.9999999999969
550,547421,32,111.39999999999789,111.39999999999789
551,548726,33,129.39999999999688,129.39999999999688
552,550051,39,131.39999999999677,131.39999999999677
553,551339,33,127.69999999999698,127.69999999999698
554,552383,24,103.29999999999835,103.29999999999835
555,553522,33,112.79999999999781,112.79999999999781
556,555008,46,147.49999999999585,147.49999999999585
557,556447,44,142.79999999999612,142.79999999999612
558,557706,32,124.79999999999713,124.79999999999713
559,558861,33,114.39999999999772,114.39999999999772
560,560126,43,125.39999999999709,125.39999999999709
561,561316,35,117.89999999999752,117.89999999999752
562,562692,41,136.49999999999648,136.49999999999648
563,564002,39,129.89999999999685,129.89999999999685
564,565278,32,126.49999999999703,126.49999999999703
565,566389,32,109.99999999999797,109.99999999999797
566,567653,43,125.2999999999971,125.2999999999971
567,569093,44,142.8999999999961,142.8999999999961
568,570329,31,122.49999999999726,122.49999999999726
569,571356,29,101.59999999999845,101.59999999999845
570,572581,36,121.39999999999732,121.39999999999732
571,573945,41,135.29999999999654,135.29999999999654
572,575254,34,129.79999999999686,129.79999999999686
573,576226,27,96.09999999999876,96.09999999999876
574,577341,32,110.39999999999795,110.39999999999795
575,578527,35,117.49999999999754,117.49999999999754
576,579677,33,113.89999999999775,113.89999999999775
577,580827,33,113.89999999999775,113.89999999999775
578,581989,34,115.09999999999768,115.09999999999768
579,583252,43,125.1999999999971,125.1999999999971
580,584453,35,118.99999999999746,118.99999999999746
581,585609,33,114.49999999999771,114.49999999999771
582,586682,30,106.19999999999818,106.19999999999818
583,587845,34,115.19999999999767,115.19999999999767
584,588813,22,95.69999999999878,95.69999999999878
585,589975,34,115.09999999999768,115.09999999999768
586,591125,33,113.89999999999775,113.89999999999775
587,592326,35,118.99999999999746,118.99999999999746
588,593451,32,111.39999999999789,111.39999999999789
589,595061,62,159.89999999999515,159.89999999999515
590,596463,48,139.09999999999633,139.09999999999633
591,597613,33,113.89999999999775,113.89999999999775
592,598775,34,115.09999999999768,115.09999999999768
593,599757,22,97.0999999999987,97.0999999999987
594,600819,30,105.09999999999825,105.09999999999825
595,601801,22,97.0999999999987,97.0999999999987
596,602783,27,97.0999999999987,97.0999999999987
597,603894,32,109.99999999999797,109.99999999999797
598,604909,28,100.39999999999851,100.39999999999851
599,605940,29,101.99999999999842,101.99999999999842
600,607079,33,112.79999999999781,112.79999999999781
601,608242,34,115.19999999999767,115.19999999999767
602,609367,32,111.39999999999789,111.39999999999789
603,610411,29,103.29999999999835,103.29999999999835
604,611441,24,101.89999999999843,101.89999999999843
